"Customer ID";"Customer Name";"Segment";"City";"State";"Postal Code";"Region";"Order ID"
"KB-16585";"Ken Black";"Corporate";"Fremont";"Nebraska";68025;"Central";"CA-2017-137330"
"KB-16585";"Ken Black";"Corporate";"Fremont";"Nebraska";68025;"Central";"CA-2017-137330"
"SF-20065";"Sandra Flanagan";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2018-156909"
"EB-13870";"Emily Burns";"Consumer";"Orem";"Utah";84057;"West";"CA-2016-106320"
"EH-13945";"Eric Hoffmann";"Consumer";"Los Angeles";"California";90049;"West";"CA-2017-121755"
"EH-13945";"Eric Hoffmann";"Consumer";"Los Angeles";"California";90049;"West";"CA-2017-121755"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"TB-21520";"Tracy Blumstein";"Consumer";"Philadelphia";"Pennsylvania";19140;"East";"US-2016-150630"
"MA-17560";"Matt Abelman";"Home Office";"Houston";"Texas";77095;"Central";"CA-2018-107727"
"GH-14485";"Gene Hale";"Corporate";"Richardson";"Texas";75080;"Central";"CA-2017-117590"
"GH-14485";"Gene Hale";"Corporate";"Richardson";"Texas";75080;"Central";"CA-2017-117590"
"SN-20710";"Steve Nguyen";"Home Office";"Houston";"Texas";77041;"Central";"CA-2016-117415"
"SN-20710";"Steve Nguyen";"Home Office";"Houston";"Texas";77041;"Central";"CA-2016-117415"
"SN-20710";"Steve Nguyen";"Home Office";"Houston";"Texas";77041;"Central";"CA-2016-117415"
"SN-20710";"Steve Nguyen";"Home Office";"Houston";"Texas";77041;"Central";"CA-2016-117415"
"LC-16930";"Linda Cazamias";"Corporate";"Naperville";"Illinois";60540;"Central";"CA-2018-120999"
"RA-19885";"Ruben Ausman";"Corporate";"Los Angeles";"California";90049;"West";"CA-2017-101343"
"ES-14080";"Erin Smith";"Corporate";"Melbourne";"Florida";32935;"South";"CA-2018-139619"
"ON-18715";"Odella Nelson";"Corporate";"Eagan";"Minnesota";55122;"Central";"CA-2017-118255"
"ON-18715";"Odella Nelson";"Corporate";"Eagan";"Minnesota";55122;"Central";"CA-2017-118255"
"PO-18865";"Patrick O'Donnell";"Consumer";"Westland";"Michigan";48185;"Central";"CA-2015-146703"
"LH-16900";"Lena Hernandez";"Consumer";"Dover";"Delaware";19901;"East";"CA-2017-169194"
"LH-16900";"Lena Hernandez";"Consumer";"Dover";"Delaware";19901;"East";"CA-2017-169194"
"DP-13000";"Darren Powers";"Consumer";"New Albany";"Indiana";47150;"Central";"CA-2016-115742"
"DP-13000";"Darren Powers";"Consumer";"New Albany";"Indiana";47150;"Central";"CA-2016-115742"
"DP-13000";"Darren Powers";"Consumer";"New Albany";"Indiana";47150;"Central";"CA-2016-115742"
"DP-13000";"Darren Powers";"Consumer";"New Albany";"Indiana";47150;"Central";"CA-2016-115742"
"JM-15265";"Janet Molinari";"Corporate";"New York City";"New York";10024;"East";"CA-2017-105816"
"JM-15265";"Janet Molinari";"Corporate";"New York City";"New York";10024;"East";"CA-2017-105816"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"TB-21055";"Ted Butterfield";"Consumer";"Troy";"New York";12180;"East";"CA-2017-111682"
"KM-16720";"Kunst Miller";"Consumer";"Los Angeles";"California";90004;"West";"CA-2016-135545"
"KM-16720";"Kunst Miller";"Consumer";"Los Angeles";"California";90004;"West";"CA-2016-135545"
"KM-16720";"Kunst Miller";"Consumer";"Los Angeles";"California";90004;"West";"CA-2016-135545"
"KM-16720";"Kunst Miller";"Consumer";"Los Angeles";"California";90004;"West";"CA-2016-135545"
"PS-18970";"Paul Stevenson";"Home Office";"Chicago";"Illinois";60610;"Central";"US-2016-164175"
"BS-11590";"Brendan Sweed";"Corporate";"Gilbert";"Arizona";85234;"West";"CA-2015-106376"
"BS-11590";"Brendan Sweed";"Corporate";"Gilbert";"Arizona";85234;"West";"CA-2015-106376"
"KD-16270";"Karen Daniels";"Consumer";"Springfield";"Virginia";22153;"South";"CA-2017-119823"
"HM-14980";"Henry MacAllister";"Consumer";"New York City";"New York";10009;"East";"CA-2017-106075"
"TB-21520";"Tracy Blumstein";"Consumer";"Jackson";"Michigan";49201;"Central";"CA-2018-114440"
"JE-15745";"Joel Eaton";"Consumer";"Memphis";"Tennessee";38109;"South";"US-2016-134026"
"JE-15745";"Joel Eaton";"Consumer";"Memphis";"Tennessee";38109;"South";"US-2016-134026"
"JE-15745";"Joel Eaton";"Consumer";"Memphis";"Tennessee";38109;"South";"US-2016-134026"
"KB-16600";"Ken Brennan";"Corporate";"Houston";"Texas";77041;"Central";"US-2018-118038"
"KB-16600";"Ken Brennan";"Corporate";"Houston";"Texas";77041;"Central";"US-2018-118038"
"KB-16600";"Ken Brennan";"Corporate";"Houston";"Texas";77041;"Central";"US-2018-118038"
"JE-15745";"Joel Eaton";"Consumer";"Houston";"Texas";77070;"Central";"US-2015-147606"
"SC-20770";"Stewart Carmichael";"Corporate";"Decatur";"Alabama";35601;"South";"CA-2017-127208"
"SC-20770";"Stewart Carmichael";"Corporate";"Decatur";"Alabama";35601;"South";"CA-2017-127208"
"DN-13690";"Duane Noonan";"Consumer";"San Francisco";"California";94122;"West";"CA-2015-139451"
"DN-13690";"Duane Noonan";"Consumer";"San Francisco";"California";94122;"West";"CA-2015-139451"
"JC-16105";"Julie Creighton";"Corporate";"Durham";"North Carolina";27707;"South";"CA-2016-149734"
"CS-12400";"Christopher Schild";"Home Office";"Chicago";"Illinois";60623;"Central";"US-2018-119662"
"PO-18865";"Patrick O'Donnell";"Consumer";"Columbia";"South Carolina";29203;"South";"CA-2018-140088"
"PG-18895";"Paul Gonzalez";"Consumer";"Rochester";"Minnesota";55901;"Central";"CA-2018-155558"
"PG-18895";"Paul Gonzalez";"Consumer";"Rochester";"Minnesota";55901;"Central";"CA-2018-155558"
"GM-14455";"Gary Mitchum";"Home Office";"Houston";"Texas";77095;"Central";"CA-2017-159695"
"JS-15685";"Jim Sink";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-109806"
"JS-15685";"Jim Sink";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-109806"
"JS-15685";"Jim Sink";"Corporate";"Los Angeles";"California";90036;"West";"CA-2017-109806"
"KB-16315";"Karl Braun";"Consumer";"Minneapolis";"Minnesota";55407;"Central";"CA-2016-149587"
"KB-16315";"Karl Braun";"Consumer";"Minneapolis";"Minnesota";55407;"Central";"CA-2016-149587"
"KB-16315";"Karl Braun";"Consumer";"Minneapolis";"Minnesota";55407;"Central";"CA-2016-149587"
"RB-19705";"Roger Barcio";"Home Office";"Portland";"Oregon";97206;"West";"US-2018-109484"
"PN-18775";"Parhena Norris";"Home Office";"New York City";"New York";10009;"East";"CA-2018-161018"
"KD-16345";"Katherine Ducich";"Consumer";"San Francisco";"California";94122;"West";"CA-2018-157833"
"ER-13855";"Elpida Rittenbach";"Corporate";"Saint Paul";"Minnesota";55106;"Central";"CA-2017-149223"
"RB-19465";"Rick Bensley";"Home Office";"Chicago";"Illinois";60610;"Central";"CA-2017-158568"
"RB-19465";"Rick Bensley";"Home Office";"Chicago";"Illinois";60610;"Central";"CA-2017-158568"
"RB-19465";"Rick Bensley";"Home Office";"Chicago";"Illinois";60610;"Central";"CA-2017-158568"
"GZ-14470";"Gary Zandusky";"Consumer";"Rochester";"Minnesota";55901;"Central";"CA-2017-129903"
"LC-16870";"Lena Cacioppo";"Consumer";"Aurora";"Colorado";80013;"West";"US-2016-156867"
"LC-16870";"Lena Cacioppo";"Consumer";"Aurora";"Colorado";80013;"West";"US-2016-156867"
"LC-16870";"Lena Cacioppo";"Consumer";"Aurora";"Colorado";80013;"West";"US-2016-156867"
"JM-15250";"Janet Martin";"Consumer";"Charlotte";"North Carolina";28205;"South";"CA-2018-119004"
"JM-15250";"Janet Martin";"Consumer";"Charlotte";"North Carolina";28205;"South";"CA-2018-119004"
"JM-15250";"Janet Martin";"Consumer";"Charlotte";"North Carolina";28205;"South";"CA-2018-119004"
"PA-19060";"Pete Armstrong";"Home Office";"Orland Park";"Illinois";60462;"Central";"CA-2016-129476"
"CV-12805";"Cynthia Voltz";"Corporate";"New York City";"New York";10035;"East";"CA-2018-146780"
"CL-12565";"Clay Ludtke";"Consumer";"Urbandale";"Iowa";50322;"Central";"CA-2017-128867"
"CL-12565";"Clay Ludtke";"Consumer";"Urbandale";"Iowa";50322;"Central";"CA-2017-128867"
"RC-19960";"Ryan Crowe";"Consumer";"Columbus";"Ohio";43229;"East";"CA-2015-115259"
"RC-19960";"Ryan Crowe";"Consumer";"Columbus";"Ohio";43229;"East";"CA-2015-115259"
"RC-19960";"Ryan Crowe";"Consumer";"Columbus";"Ohio";43229;"East";"CA-2015-115259"
"RC-19960";"Ryan Crowe";"Consumer";"Columbus";"Ohio";43229;"East";"CA-2015-115259"
"DK-13090";"Dave Kipp";"Consumer";"Seattle";"Washington";98103;"West";"CA-2016-110457"
"GG-14650";"Greg Guthrie";"Corporate";"Bristol";"Tennessee";37620;"South";"US-2016-136476"
"SC-20725";"Steven Cartwright";"Consumer";"Wilmington";"Delaware";19805;"East";"CA-2017-103730"
"SC-20725";"Steven Cartwright";"Consumer";"Wilmington";"Delaware";19805;"East";"CA-2017-103730"
"SC-20725";"Steven Cartwright";"Consumer";"Wilmington";"Delaware";19805;"East";"CA-2017-103730"
"SC-20725";"Steven Cartwright";"Consumer";"Wilmington";"Delaware";19805;"East";"CA-2017-103730"
"SC-20725";"Steven Cartwright";"Consumer";"Wilmington";"Delaware";19805;"East";"CA-2017-103730"
"AD-10180";"Alan Dominguez";"Home Office";"Houston";"Texas";77041;"Central";"US-2015-152030"
"PF-19165";"Philip Fox";"Consumer";"Bloomington";"Illinois";61701;"Central";"US-2015-134614"
"TS-21610";"Troy Staebel";"Consumer";"Phoenix";"Arizona";85023;"West";"US-2018-107272"
"TS-21610";"Troy Staebel";"Consumer";"Phoenix";"Arizona";85023;"West";"US-2018-107272"
"LS-16975";"Lindsay Shagiari";"Home Office";"Los Angeles";"California";90004;"West";"US-2017-125969"
"LS-16975";"Lindsay Shagiari";"Home Office";"Los Angeles";"California";90004;"West";"US-2017-125969"
"DW-13585";"Dorothy Wardle";"Corporate";"Columbus";"Ohio";43229;"East";"US-2018-164147"
"DW-13585";"Dorothy Wardle";"Corporate";"Columbus";"Ohio";43229;"East";"US-2018-164147"
"DW-13585";"Dorothy Wardle";"Corporate";"Columbus";"Ohio";43229;"East";"US-2018-164147"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"LC-16885";"Lena Creighton";"Consumer";"Roseville";"California";95661;"West";"CA-2017-145583"
"JD-15895";"Jonathan Doherty";"Corporate";"Philadelphia";"Pennsylvania";19140;"East";"CA-2017-110366"
"SH-19975";"Sally Hughsby";"Corporate";"San Francisco";"California";94122;"West";"CA-2018-106180"
"SH-19975";"Sally Hughsby";"Corporate";"San Francisco";"California";94122;"West";"CA-2018-106180"
"SH-19975";"Sally Hughsby";"Corporate";"San Francisco";"California";94122;"West";"CA-2018-106180"
"SG-20080";"Sandra Glassco";"Consumer";"Independence";"Missouri";64055;"Central";"CA-2018-155376"
"HA-14920";"Helen Andreada";"Consumer";"Pasadena";"California";91104;"West";"CA-2016-110744"
"MG-17680";"Maureen Gastineau";"Home Office";"Newark";"Ohio";43055;"East";"CA-2015-110072"
"JE-16165";"Justin Ellison";"Corporate";"Franklin";"Wisconsin";53132;"Central";"CA-2017-114489"
"JE-16165";"Justin Ellison";"Corporate";"Franklin";"Wisconsin";53132;"Central";"CA-2017-114489"
"JE-16165";"Justin Ellison";"Corporate";"Franklin";"Wisconsin";53132;"Central";"CA-2017-114489"
"JE-16165";"Justin Ellison";"Corporate";"Franklin";"Wisconsin";53132;"Central";"CA-2017-114489"
"TW-21025";"Tamara Willingham";"Home Office";"Scottsdale";"Arizona";85254;"West";"CA-2017-158834"
"TW-21025";"Tamara Willingham";"Home Office";"Scottsdale";"Arizona";85254;"West";"CA-2017-158834"
"SP-20650";"Stephanie Phelps";"Corporate";"San Jose";"California";95123;"West";"CA-2016-124919"
"SP-20650";"Stephanie Phelps";"Corporate";"San Jose";"California";95123;"West";"CA-2016-124919"
"SP-20650";"Stephanie Phelps";"Corporate";"San Jose";"California";95123;"West";"CA-2016-124919"
"NK-18490";"Neil Knudson";"Home Office";"Seattle";"Washington";98105;"West";"CA-2016-118948"
"DB-13060";"Dave Brooks";"Consumer";"Seattle";"Washington";98115;"West";"CA-2015-104269"
"NP-18670";"Nora Paige";"Consumer";"Edmond";"Oklahoma";73034;"Central";"CA-2017-114104"
"NP-18670";"Nora Paige";"Consumer";"Edmond";"Oklahoma";73034;"Central";"CA-2017-114104"
"TT-21070";"Ted Trevino";"Consumer";"Los Angeles";"California";90045;"West";"CA-2017-162733"
"EM-13960";"Eric Murdock";"Consumer";"Philadelphia";"Pennsylvania";19134;"East";"CA-2016-119697"
"RD-19900";"Ruben Dartt";"Consumer";"Carlsbad";"New Mexico";88220;"West";"CA-2017-154508"
"MJ-17740";"Max Jones";"Consumer";"Seattle";"Washington";98115;"West";"CA-2017-113817"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"BM-11140";"Becky Martin";"Consumer";"San Antonio";"Texas";78207;"Central";"CA-2015-139892"
"CS-12130";"Chad Sievert";"Consumer";"Los Angeles";"California";90004;"West";"CA-2015-118962"
"CS-12130";"Chad Sievert";"Consumer";"Los Angeles";"California";90004;"West";"CA-2015-118962"
"CS-12130";"Chad Sievert";"Consumer";"Los Angeles";"California";90004;"West";"CA-2015-118962"
"JB-15400";"Jennifer Braxton";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2015-100853"
"JB-15400";"Jennifer Braxton";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2015-100853"
"SJ-20500";"Shirley Jackson";"Consumer";"Houston";"Texas";77036;"Central";"US-2018-152366"
"JE-15745";"Joel Eaton";"Consumer";"Newark";"Ohio";43055;"East";"US-2016-101511"
"JE-15745";"Joel Eaton";"Consumer";"Newark";"Ohio";43055;"East";"US-2016-101511"
"JK-15640";"Jim Kriz";"Home Office";"New York City";"New York";10009;"East";"CA-2016-137225"
"DK-13150";"David Kendrick";"Corporate";"Decatur";"Illinois";62521;"Central";"CA-2015-166191"
"DK-13150";"David Kendrick";"Corporate";"Decatur";"Illinois";62521;"Central";"CA-2015-166191"
"RM-19675";"Robert Marley";"Home Office";"Monroe";"Louisiana";71203;"South";"CA-2015-158274"
"RM-19675";"Robert Marley";"Home Office";"Monroe";"Louisiana";71203;"South";"CA-2015-158274"
"RM-19675";"Robert Marley";"Home Office";"Monroe";"Louisiana";71203;"South";"CA-2015-158274"
"SK-19990";"Sally Knutson";"Consumer";"Fairfield";"Connecticut";6824;"East";"CA-2017-105018"
"FM-14290";"Frank Merwin";"Home Office";"Los Angeles";"California";90032;"West";"CA-2015-123260"
"AM-10360";"Alice McCarthy";"Corporate";"Grand Prairie";"Texas";75051;"Central";"CA-2017-157000"
"AM-10360";"Alice McCarthy";"Corporate";"Grand Prairie";"Texas";75051;"Central";"CA-2017-157000"
"MP-17470";"Mark Packer";"Home Office";"New York City";"New York";10035;"East";"CA-2016-102281"
"MP-17470";"Mark Packer";"Home Office";"New York City";"New York";10035;"East";"CA-2016-102281"
"MP-17470";"Mark Packer";"Home Office";"New York City";"New York";10035;"East";"CA-2016-102281"
"MP-17470";"Mark Packer";"Home Office";"New York City";"New York";10035;"East";"CA-2016-102281"
"MP-17470";"Mark Packer";"Home Office";"New York City";"New York";10035;"East";"CA-2016-102281"
"MZ-17515";"Mary Zewe";"Corporate";"Redlands";"California";92374;"West";"CA-2016-131457"
"CB-12025";"Cassandra Brandow";"Consumer";"Hamilton";"Ohio";45011;"East";"CA-2015-140004"
"CB-12025";"Cassandra Brandow";"Consumer";"Hamilton";"Ohio";45011;"East";"CA-2015-140004"
"VM-21685";"Valerie Mitchum";"Home Office";"Westfield";"New Jersey";7090;"East";"CA-2018-107720"
"FH-14365";"Fred Hopkins";"Corporate";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-124303"
"FH-14365";"Fred Hopkins";"Corporate";"Philadelphia";"Pennsylvania";19120;"East";"US-2018-124303"
"MB-17305";"Maria Bertelson";"Consumer";"Akron";"Ohio";44312;"East";"CA-2018-105074"
"BS-11755";"Bruce Stewart";"Consumer";"Denver";"Colorado";80219;"West";"CA-2015-133690"
"BS-11755";"Bruce Stewart";"Consumer";"Denver";"Colorado";80219;"West";"CA-2015-133690"
"LC-17140";"Logan Currie";"Consumer";"Dallas";"Texas";75220;"Central";"US-2018-116701"
"HK-14890";"Heather Kirkland";"Corporate";"Franklin";"Tennessee";37064;"South";"CA-2018-126382"
"LE-16810";"Laurel Elliston";"Consumer";"Whittier";"California";90604;"West";"CA-2018-108329"
"JH-15985";"Joseph Holt";"Consumer";"Saginaw";"Michigan";48601;"Central";"CA-2018-135860"
"JH-15985";"Joseph Holt";"Consumer";"Saginaw";"Michigan";48601;"Central";"CA-2018-135860"
"JH-15985";"Joseph Holt";"Consumer";"Saginaw";"Michigan";48601;"Central";"CA-2018-135860"
"JH-15985";"Joseph Holt";"Consumer";"Saginaw";"Michigan";48601;"Central";"CA-2018-135860"
"JH-15985";"Joseph Holt";"Consumer";"Saginaw";"Michigan";48601;"Central";"CA-2018-135860"
"MS-17980";"Michael Stewart";"Corporate";"Dallas";"Texas";75220;"Central";"CA-2016-101007"
"VW-21775";"Victoria Wilson";"Corporate";"Medina";"Ohio";44256;"East";"CA-2016-146262"
"VW-21775";"Victoria Wilson";"Corporate";"Medina";"Ohio";44256;"East";"CA-2016-146262"
"VW-21775";"Victoria Wilson";"Corporate";"Medina";"Ohio";44256;"East";"CA-2016-146262"
"VW-21775";"Victoria Wilson";"Corporate";"Medina";"Ohio";44256;"East";"CA-2016-146262"
"VW-21775";"Victoria Wilson";"Corporate";"Medina";"Ohio";44256;"East";"CA-2016-146262"
"JH-15910";"Jonathan Howell";"Consumer";"Los Angeles";"California";90032;"West";"CA-2017-130162"
"JH-15910";"Jonathan Howell";"Consumer";"Los Angeles";"California";90032;"West";"CA-2017-130162"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"JB-15925";"Joni Blumstein";"Consumer";"Dublin";"Ohio";43017;"East";"CA-2016-169397"
"DS-13180";"David Smith";"Corporate";"Detroit";"Michigan";48227;"Central";"CA-2016-163055"
"DS-13180";"David Smith";"Corporate";"Detroit";"Michigan";48227;"Central";"CA-2016-163055"
"DS-13180";"David Smith";"Corporate";"Detroit";"Michigan";48227;"Central";"CA-2016-163055"
"VD-21670";"Valerie Dominguez";"Consumer";"Columbia";"Tennessee";38401;"South";"US-2016-145436"
"VD-21670";"Valerie Dominguez";"Consumer";"Columbia";"Tennessee";38401;"South";"US-2016-145436"
"EA-14035";"Erin Ashbrook";"Corporate";"Charlotte";"North Carolina";28205;"South";"US-2015-156216"
"CS-12400";"Christopher Schild";"Home Office";"Tampa";"Florida";33614;"South";"US-2018-100930"
"CS-12400";"Christopher Schild";"Home Office";"Tampa";"Florida";33614;"South";"US-2018-100930"
"CS-12400";"Christopher Schild";"Home Office";"Tampa";"Florida";33614;"South";"US-2018-100930"
"CS-12400";"Christopher Schild";"Home Office";"Tampa";"Florida";33614;"South";"US-2018-100930"
"CS-12400";"Christopher Schild";"Home Office";"Tampa";"Florida";33614;"South";"US-2018-100930"
"DB-13120";"David Bremer";"Corporate";"Santa Clara";"California";95051;"West";"CA-2018-160514"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"KL-16645";"Ken Lonsdale";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-157749"
"DW-13480";"Dianna Wilson";"Home Office";"Lakeville";"Minnesota";55044;"Central";"CA-2015-131926"
"DW-13480";"Dianna Wilson";"Home Office";"Lakeville";"Minnesota";55044;"Central";"CA-2015-131926"
"DW-13480";"Dianna Wilson";"Home Office";"Lakeville";"Minnesota";55044;"Central";"CA-2015-131926"
"DW-13480";"Dianna Wilson";"Home Office";"Lakeville";"Minnesota";55044;"Central";"CA-2015-131926"
"DW-13480";"Dianna Wilson";"Home Office";"Lakeville";"Minnesota";55044;"Central";"CA-2015-131926"
"LH-17155";"Logan Haushalter";"Consumer";"San Francisco";"California";94109;"West";"CA-2017-154739"
"KC-16540";"Kelly Collister";"Consumer";"San Diego";"California";92037;"West";"CA-2017-145625"
"KC-16540";"Kelly Collister";"Consumer";"San Diego";"California";92037;"West";"CA-2017-145625"
"DL-13315";"Delfina Latchford";"Consumer";"New York City";"New York";10024;"East";"CA-2017-146941"
"DL-13315";"Delfina Latchford";"Consumer";"New York City";"New York";10024;"East";"CA-2017-146941"
"DR-12880";"Dan Reichenbach";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2016-159982"
"DR-12880";"Dan Reichenbach";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2016-159982"
"DR-12880";"Dan Reichenbach";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2016-159982"
"DR-12880";"Dan Reichenbach";"Corporate";"Chicago";"Illinois";60623;"Central";"US-2016-159982"
"CC-12670";"Craig Carreira";"Consumer";"New York City";"New York";10009;"East";"CA-2018-163139"
"CC-12670";"Craig Carreira";"Consumer";"New York City";"New York";10009;"East";"CA-2018-163139"
"CC-12670";"Craig Carreira";"Consumer";"New York City";"New York";10009;"East";"CA-2018-163139"
"Dl-13600";"Dorris liebe";"Corporate";"Pasadena";"Texas";77506;"Central";"US-2018-155299"
"SB-20290";"Sean Braxton";"Corporate";"Houston";"Texas";77036;"Central";"US-2015-106992"
"SB-20290";"Sean Braxton";"Corporate";"Houston";"Texas";77036;"Central";"US-2015-106992"
"RC-19825";"Roy Collins";"Consumer";"Chicago";"Illinois";60610;"Central";"CA-2017-125318"
"AH-10210";"Alan Hwang";"Consumer";"Brentwood";"California";94513;"West";"CA-2016-155040"
"CB-12535";"Claudia Bergmann";"Corporate";"Chapel Hill";"North Carolina";27514;"South";"CA-2018-136826"
"PG-18895";"Paul Gonzalez";"Consumer";"Morristown";"New Jersey";7960;"East";"CA-2017-111010"
"CA-12310";"Christine Abelman";"Corporate";"Cincinnati";"Ohio";45231;"East";"US-2018-145366"
